slug,name,category,avax_peak_tvl,avax_current_tvl,avax_start_tvl,avax_drawdown_from_peak,avax_tvl_30d_change,avax_tvl_90d_change,avax_lifespan_days,avax_consecutive_decline_days,avax_volatility_full,avax_history_days,history_source_mode,has_avax_history,has_total_history,total_history_days,current_avax_core_tvl,current_total_core_tvl,current_non_avax_core_tvl,current_avax_share,active_chain_count_core,data_quality_score_v2,current_status,current_tvl_band_avax,low_tvl_now_avax,migrated_candidate,core_eligible,core_universe_status,boundary_reason
dripit,dripit,Prediction Market,8423.0,3676.0,1515.0,0.5635759230677906,-0.2257317329964203,-0.3494338287331918,300.0,86.0,0.23286291518348703,301,avax_core,1,1,301,3676.26172,3676.26172,0.0,1.0,0.0,0.947397,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
dumpex,DumpEX,Farm,0.0,0.0,0.0,0.0,0.0,0.0,708.0,0.0,0.0,709,avax_core,1,1,709,0.08995,4.843829999999999,4.753879999999999,0.01857001587586683,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
dxsale,DxSale,Launchpad,42806237.0,29392.0,856379.0,0.9993133710865545,0.057188073229507606,-0.24318965961172048,1332.0,323.0,5.9156558811970905,1230,avax_core,1,1,1230,29392.91632,27257151.730110005,27227758.813790005,0.0010783561177278363,8.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
dypius,Dypius,Yield,0.0,0.0,0.0,0.0,0.0,0.0,1061.0,0.0,0.0,1062,avax_core,1,1,1062,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
dyson,Dyson,Liquidity Manager,2125.0,0.0,736.0,1.0,0.0,0.0,999.0,101.0,1.7603874685277983,999,avax_core,1,1,1138,0.00121,260415.15786999997,260415.15665999998,4.646426920371646e-09,3.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,
echidna-finance,Echidna Finance,Yield,143737320.0,0.0,2016450.0,1.0,0.0,-0.9999167776298269,1199.0,579.0,2.000242060671926,1139,avax_core,1,1,1139,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
elasticswap,ElasticSwap,Dexs,2461355.0,1973.0,1795650.0,0.9991984090064212,0.0,0.0,1325.0,568.0,2.8370786650829105,1326,avax_core,1,1,1326,1973.83719,4105.51419,2131.6769999999997,0.48077709603532026,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
elk,Elk,Dexs,4296380.0,44098.0,33647.0,0.989736010315661,0.05874867953519639,-0.35554159116151285,1694.0,793.0,1.4497376749103548,1635,avax_core,1,1,1635,44098.26108,224439.31577999998,180341.05469999998,0.1964818905580073,6.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
embr-finance,Embr Finance,Dexs,2233813.0,8754.0,2233813.0,0.9960811401849663,0.005859375,-0.028948535936113576,1538.0,807.0,2.994701076096176,1527,avax_core,1,1,1527,8754.54513,8754.54513,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
emdx,EMDX,Derivatives,212083.0,0.0,0.0,1.0,0.0,0.0,1203.0,146.0,2.064849781370524,1204,avax_core,1,1,1204,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
emiswap,EmiSwap,Dexs,5.0,2.0,5.0,0.6,0.5,0.0,1361.0,92.0,0.38021575853851547,1342,avax_core,1,1,1532,2.00065,33547.838059999995,33545.83740999999,5.963573558516218e-05,2.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
empiredex,EmpireDEX,Dexs,266262.0,24844.0,151417.0,0.9066934072454951,0.10441856330014225,-0.3354108709608389,1578.0,804.0,0.5960397254485432,1559,avax_core,1,1,1559,24844.37692,2511902.47449,2487058.0975699998,0.009890661429856762,6.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
envelop,Envelop,NftFi,0.0,0.0,0.0,0.0,0.0,0.0,710.0,0.0,0.0,711,avax_core,1,1,721,0.0,3790.7761499999997,3790.7761499999997,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
etha-lend,ETHA Lend,Yield,217.0,12.0,18.0,0.9447004608294931,-0.07142857142857142,-0.23529411764705882,1214.0,175.0,1.5486788700548788,1207,avax_core,1,1,1440,12.69183,12101.86319,12089.17136,0.0010487500809369173,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
euler-v2,Euler V2,Lending,208473147.0,16776776.0,0.0,0.9195254820996203,-0.264722777693995,-0.6174008201008518,383.0,113.0,0.7668370416557316,384,avax_core,1,1,554,16776776.5019,485384537.73118,468607761.22928,0.03456388738775907,15.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
eulerdebt,EulerDebt,Secondary Debt Markets,36460.0,2990.0,13045.0,0.9179923203510697,-0.18323320589841616,-0.9179671429746853,100.0,53.0,0.8335670083190283,101,avax_core,1,1,101,2990.96478,36241.770800000006,33250.80602,0.08252810814641538,1.0,0.783014,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
everestdao,EverestDAO,DAO Service Provider,0.0,0.0,0.0,0.0,0.0,0.0,687.0,0.0,0.0,650,avax_core,1,1,650,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
excellion-finance,Excellion Finance,Risk Curators,263530.0,29724.0,261876.0,0.8872082874815012,-0.7895619916037182,-0.8506566585275174,143.0,61.0,0.3629133556714219,144,avax_core,1,1,144,29724.8932,29724.8932,0.0,1.0,1.0,0.818356,active_on_avax,ge_10k,0.0,0,1,core_eligible,
ferdyflip,FerdyFlip,Luck Games,273936.0,2703.0,24176.0,0.9901327317329596,2703.0,2703.0,996.0,306.0,1.1602178245069026,997,avax_core,1,1,997,2703.71023,2703.99847,0.2882399999998597,0.999893402306548,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
flair-dex,Flair Dex,Dexs,2773431.0,48764.0,474734.0,0.9824174461163807,0.0005950426789231779,-0.031017764177562294,1080.0,597.0,1.7382495458343896,1081,avax_core,1,1,1081,48764.25991,48764.25991,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
flashliquidity,FlashLiquidity,Dexs,1782.0,0.0,739.0,1.0,0.0,0.0,839.0,122.0,0.6374934916425641,840,avax_core,1,1,1074,0.0,90.27083999999999,90.27083999999999,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
float,Float,Derivatives,973912.0,16525.0,66.0,0.9830323478918013,0.002304706453178069,0.020564441425307233,1550.0,642.0,2.0917897410939066,1551,avax_core,1,1,1620,16525.34508,144420.17794999998,127894.83286999998,0.11442545850983007,2.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
flokifi-locker,FlokiFi Locker,Token Locker,1043792.0,101116.0,1.0,0.9031262933611294,0.1047416147711133,-0.33434054178598466,1111.0,355.0,0.8731170652477199,1061,avax_core,1,1,1061,101116.73974,10830983.07033,10729866.33059,0.00933587829317133,6.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
folks-finance-xchain,Folks Finance xChain,Lending,24066349.0,12837445.0,312578.0,0.46658111706100497,0.26977077264701954,-0.12739406859299443,521.0,97.0,0.5728959345782654,504,avax_core,1,1,504,12837445.08387,16691627.98204,3854182.89817,0.7690948478891899,7.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
fortifi,FortiFi,Yield Aggregator,1653805.0,415711.0,198906.0,0.7486336055339051,0.07523588809799701,-0.2275050079718736,677.0,242.0,0.33150029832558103,678,avax_core,1,1,678,415711.98424,415711.98424,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
fortress,Fortress,Reserve Currency,0.0,0.0,0.0,0.0,0.0,0.0,1561.0,0.0,0.0,1562,avax_core,1,1,1562,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
fractal-protocol,Fractal Protocol,Yield,1069891.0,0.0,1058895.0,1.0,0.0,0.0,1233.0,70.0,2.258673450431482,1234,avax_core,1,1,1351,0.0,25661.869120000003,25661.869120000003,0.0,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
frax-swap,Frax Swap,Dexs,2351400.0,212707.0,1530385.0,0.909540273879391,0.07181440722376749,-0.18334971435591868,1261.0,414.0,0.8097551935480131,1262,avax_core,1,1,1263,212707.11762,13792200.622609999,13579493.504989998,0.015422275490345055,7.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
freebie-life-finance,Freebie Life Finance,Yield Lottery,0.0,0.0,0.0,0.0,0.0,0.0,1192.0,0.0,0.0,1193,avax_core,1,1,1193,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
frost-finance,Frost Finance,Yield,24668060.0,51801.0,24668060.0,0.9979000780766708,0.0031176778141399275,-0.014271578626883849,1647.0,843.0,9.57991574342447,1569,avax_core,1,1,1643,51801.28851,51801.28851,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
frozen-walrus-finance,Frozen Walrus Finance,Algo-Stables,0.0,0.0,0.0,0.0,0.0,0.0,1338.0,0.0,0.0,1339,avax_core,1,1,1339,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
futureswap,FutureSwap,Derivatives,50848.0,0.0,35436.0,1.0,0.0,-0.9999677845430237,1324.0,343.0,0.2455228957788943,1325,avax_core,1,1,1814,0.0,10.40345,10.40345,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
fwx-derivatives,FWX Derivatives,Derivatives,416126.0,3554.0,196890.0,0.9914593176105314,22.084415584415584,0.022727272727272728,784.0,364.0,0.9122413968028398,785,avax_core,1,1,785,3554.45354,4177.17177,622.71823,0.8509234802187702,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
fwx-dex,FWX DEX,Dexs,153955.0,862.0,148648.0,0.9944009613198662,-0.017084282460136675,-0.05991285403050109,577.0,288.0,1.1123738449601812,578,avax_core,1,1,578,862.96093,12711.06165,11848.10072,0.06789054712829592,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
gaia-dao,Gaia DAO,Reserve Currency,9570.0,4.0,8949.0,0.9995820271682341,0.0,0.0,1506.0,151.0,2.131981974634121,1507,avax_core,1,1,1507,4.80762,4.80762,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
gaj-finance,Gaj Finance,Yield,,,,,,,,,,0,total_only,0,1,1531,0.0,17625.54822,17625.54822,0.0,1.0,0.25,no_avax_core_history,unknown,,0,0,boundary_excluded,no_avax_core_history_total_only
galaxygoogle-dao,GalaxyGoogle DAO,Reserve Currency,0.0,0.0,0.0,0.0,0.0,0.0,675.0,0.0,0.0,634,avax_core,1,1,634,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
gamma,Gamma,Liquidity Manager,342906.0,1105.0,1.0,0.9967775425335224,0.12284263959390863,-0.3264311814859927,963.0,316.0,1.0170788713591112,871,avax_core,1,1,1568,1105.23802,4745298.17486,4744192.93684,0.00023291223844592397,15.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,
genius,Genius,Yield,4003.0,1.0,3.0,0.9997501873594804,0.0,0.0,1104.0,11.0,6.587007324200367,1105,avax_core,1,1,1105,1.38399,22.85049,21.4665,0.06056719133812886,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
geode,Geode,Liquid Staking,4458586.0,471862.0,1538615.0,0.8941677922103555,0.12459185959493406,-0.33773335185972714,1257.0,430.0,0.5480036673170516,1258,avax_core,1,1,1258,471862.54128,471862.54128,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
glacier-exchange-v2,Glacier Exchange V2,Dexs,17185240.0,8498.0,11796560.0,0.9995055058876106,-0.019497000461467465,-0.2675801447776629,1072.0,578.0,3.1115172075928546,1073,avax_core,1,1,1073,8498.89125,8498.89125,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
glacier-exchange-v3,Glacier Exchange V3,Dexs,137903.0,2293.0,69727.0,0.9833723704342908,0.0017467248908296944,-0.005203816131830009,890.0,350.0,2.6800925287939514,891,avax_core,1,1,891,2293.14073,2293.14073,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
gmd-protocol,GMD Protocol,Yield Aggregator,3317514.0,229116.0,3317514.0,0.9309374429165935,0.0010573457127252867,-0.00588355252025183,990.0,538.0,1.2405805461095878,991,avax_core,1,1,1232,229116.58088,827256.59687,598140.01599,0.27695950899259464,2.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
gmx-v1-perps,GMX V1 Perps,Derivatives,125879544.0,1910667.0,0.0,0.9848214655115052,0.03833033989354042,-0.3228200390784074,1541.0,614.0,0.6167380040971416,1542,avax_core,1,1,1650,1910667.10216,3181053.59406,1270386.4919,0.6006397080916209,2.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
gmx-v2-perps,GMX V2 Perps,Derivatives,68011626.0,11052033.0,527655.0,0.8374978860231925,-0.08258403374074877,-0.3204227582167289,942.0,236.0,0.5982743693595364,943,avax_core,1,1,943,11052033.42784,257911989.53009,246859956.10225,0.04285195677787823,3.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
goldlink,GoldLink,Leveraged Farming,200448.0,15.0,200315.0,0.9999251676245211,0.0,0.0,551.0,29.0,2.0995687530334983,552,avax_core,1,1,595,15.03124,3031.25947,3016.22823,0.004958744095898858,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
goldstation-dex-v3,GOLDSTATION DEX V3,Dexs,254975.0,59953.0,129290.0,0.7648671438376311,-0.012940401712216002,-0.08071391333680886,425.0,170.0,0.38607324645471164,426,avax_core,1,1,426,59953.39763,59953.39763,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
gondola-finance,Gondola Finance,Dexs,25220375.0,65.0,229.0,0.9999974227187344,0.03125,-0.26666666666666666,1777.0,628.0,5.278193727001252,1777,avax_core,1,1,1777,65.95341,65.95341,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
granary-finance,Granary Finance,Lending,413501.0,2591.0,73287.0,0.9937339933881659,0.038877755511022044,-0.19478098788443615,1368.0,376.0,1.260111538729225,1368,avax_core,1,1,1463,2591.69677,156063.74323,153472.04645999998,0.01660665518050832,2.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,
grape-finance,Grape Finance,Algo-Stables,0.0,0.0,0.0,0.0,0.0,0.0,1508.0,0.0,0.0,1509,avax_core,1,1,1509,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
grave-finance,Grave Finance,Algo-Stables,17982599.0,389.0,17982599.0,0.9999783679767312,0.010362694300518135,-0.12751677852348994,1467.0,739.0,35.03187376575785,1468,avax_core,1,1,1468,389.60198,389.60198,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
grim-finance,Grim Finance,Yield,42412.0,20.0,16.0,0.9995284353484862,0.0,-0.2222222222222222,1092.0,321.0,3.200038512651648,1092,avax_core,1,1,1648,20.97878,23590.67248,23569.6937,0.0008892828306520578,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
gro,Gro,Yield,3724668.0,25556.0,3025637.0,0.993138717329974,0.00011739845034045551,0.000273972602739726,1545.0,801.0,2.3842517631912603,1546,avax_core,1,1,1744,25556.72398,1782383.23863,1756826.51465,0.014338512294159453,2.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
growth-defi,Growth DeFi,Yield,236472.0,22316.0,0.0,0.905629419127846,-0.0002239942657467969,-0.00334941050375134,1585.0,667.0,1.1011979451445877,1586,avax_core,1,1,1858,22316.64657,22316.64747,0.0008999999990919605,0.9999999596713619,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
guru-network-classic,Guru Network Classic,Yield,14115.0,68.0,14115.0,0.9951824300389657,0.13114754098360656,-0.34285714285714286,1051.0,538.0,1.6714327112449472,1050,avax_core,1,1,1484,68.96964,3233053.02213,3232984.05249,2.133266591296465e-05,3.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,
gyroscope-protocol,Gyroscope Protocol,Dexs,2690279.0,15900.0,1015200.0,0.9940898323185068,-0.9844402106212858,-0.98444031720186,384.0,180.0,0.3061631228409187,358,avax_core,1,1,1107,15900.19508,1808656.58989,1792756.39481,0.00879116310353146,9.0,0.996164,active_on_avax,ge_10k,0.0,0,1,core_eligible,
hakuswap,HakuSwap,Dexs,8189138.0,26074.0,29.0,0.9968160263021578,0.032264449722882026,-0.18334429515487488,1515.0,781.0,2.9977776288044087,1515,avax_core,1,1,1515,26074.3556,26074.3556,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
hashflow,Hashflow,DEX Aggregator,8927359.0,10243.0,1201380.0,0.998852628196088,0.012553128397746367,-0.07960467205750224,1475.0,693.0,2.1395182324654898,1382,avax_core,1,1,1382,10243.31852,582462.77663,572219.45811,0.017586219980039862,5.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
hedgefarm,HedgeFarm,Yield,478480.0,36363.0,133295.0,0.9240030931282395,0.00022004620970403785,0.000275072894316994,1236.0,548.0,1.065232423017286,1237,avax_core,1,1,1237,36363.84572,36363.84572,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
hermes-finance,Hermes Finance,Algo-Stables,0.0,0.0,0.0,0.0,0.0,0.0,1516.0,0.0,0.0,1517,avax_core,1,1,1517,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
homora-v2,Homora V2,Leveraged Farming,679064663.0,397914.0,0.0,0.9994140263487691,-0.0780297132476969,-0.11833067446601081,1489.0,725.0,2.417723377557627,1484,avax_core,1,1,1854,397914.70785,110273717.07445998,109875802.36660999,0.003608427451314773,5.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
honeyfarm,HoneyFarm,Yield,0.0,0.0,0.0,0.0,0.0,0.0,1543.0,0.0,0.0,1544,avax_core,1,1,1544,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
hot-takes,Hot Takes,SoFi,17266.0,612.0,17266.0,0.9645546160083401,0.08495575221238938,-0.3307860262008734,850.0,445.0,1.0696721694198383,851,avax_core,1,1,851,612.98383,612.98383,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
hubble-exchange,Hubble Exchange,Derivatives,4744985.0,78486.0,1298228.0,0.9834591679425752,0.00386263349747394,-0.0248971934750469,1308.0,691.0,1.6219995254191242,1309,avax_core,1,1,1309,78486.07253,78486.07253,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
hunnyswap,HunnySwap,Dexs,725059.0,58957.0,509881.0,0.9186866172270118,0.011824469271825499,-0.06516775543857424,1346.0,690.0,0.9963719969900816,1347,avax_core,1,1,1347,58957.31232,58957.31232,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
hurricaneswap,HurricaneSwap,Dexs,32991934.0,39636.0,1362872.0,0.998798615443399,0.02262641898864809,-0.13122479396808698,1609.0,893.0,3.166342736143781,1610,avax_core,1,1,1610,39636.86462,39636.86462,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
hypha,Hypha,Liquid Staking,89655261.0,21940600.0,478939.0,0.7552781648809209,0.1328508505365069,-0.38926683965659586,982.0,253.0,0.6305442355459513,983,avax_core,1,1,983,21940600.24524,21940600.24524,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
ice-dao,Ice DAO,Reserve Currency,8273946.0,0.0,2368062.0,1.0,0.0,0.0,1547.0,33.0,5.917189151348297,1548,avax_core,1,1,1548,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
icecream-finance,IceCream Finance,Algo-Stables,0.0,0.0,0.0,0.0,0.0,0.0,1495.0,0.0,0.0,1496,avax_core,1,1,1496,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
impermax-v2,Impermax V2,Lending,21436036.0,90752.0,355033.0,0.9957663814335822,0.04512005527724996,-0.2567869690194826,1594.0,122.0,2.1044550557446633,1562,avax_core,1,1,1796,90752.9117,756979.99073,666227.0790299999,0.11988812493244592,7.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
impossible-finance,Impossible Finance,Launchpad,1242123.0,2.0,1242123.0,0.9999983898535009,0.0,-0.25,1290.0,159.0,4.014553060684365,1291,avax_core,1,1,1566,2.19031,174099.92435000002,174097.73404,1.2580763651549514e-05,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
incognito,Incognito,Dexs,217.0,58.0,209.0,0.7327188940092166,0.0,-0.04838709677419355,710.0,163.0,0.29104706564001814,711,avax_core,1,1,711,58.50671,127.11726,68.61055,0.4602577966202229,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
insurace,InsurAce,Insurance,14001463.0,10166.0,4658.0,0.9992739330168569,0.018329326923076924,-0.10800140375504474,1615.0,751.0,1.4042756307995854,1616,avax_core,1,1,1733,10166.12817,136311.94272,126145.81455,0.0745798788216405,4.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
ipor-fusion,IPOR Fusion,Yield Aggregator,,,,,,,,,,0,fetch_failed,0,0,0,,,,,,0.0,data_fetch_failed,unknown,,0,0,data_incomplete,protocol_fetch_failed
iron-bank,Iron Bank,Lending,121431584.0,55547.0,62759551.0,0.9995425654663288,0.04110205229125668,-0.2207835930814875,1506.0,777.0,2.819475690801731,1507,avax_core,1,1,1507,55547.11427,213607.74886,158060.63459,0.2600425994208944,4.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
iron-finance,Iron Finance,CDP,4264974.0,29.0,116561.0,0.9999932004274821,0.0,0.0,1641.0,161.0,5.1787283813650165,1642,avax_core,1,1,1700,29.83632,315821.01045,315791.17413,9.447224539459071e-05,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
jarvis-network,Jarvis Network,Derivatives,1207.0,322.0,1120.0,0.7332228666114333,0.0,0.0,1128.0,285.0,0.6568927496250067,1103,avax_core,1,1,1781,322.92685,292517.80882,292194.88197,0.0011039562045903064,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
joe-dex,Joe DEX,Dexs,2587969556.0,13418789.0,27185720.0,0.994814935527781,0.023066824028837533,-0.33667900693376296,1671.0,840.0,1.9686223619971441,1658,avax_core,1,1,1658,13418789.2844,13490807.7557,72018.47130000032,0.994661663511618,3.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
joe-lend,Joe Lend,Lending,19525829.0,2379149.0,13277352.0,0.878153752140306,0.022012477302572653,-0.16652332519060328,1254.0,640.0,0.5705881968049991,1255,avax_core,1,1,1255,2379149.50193,2379149.50193,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
joe-stek,Joe Stek,Farm,116570480.0,40194.0,109406623.0,0.9996551957236515,0.14643050683095177,-0.5243138972058841,708.0,429.0,2.3906491427051244,709,avax_core,1,1,709,40194.23967,40194.23967,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
joe-v2,Joe V2,Dexs,31762453.0,98173.0,472763.0,0.9969091493027947,0.07429009137166931,-0.24347109093851382,1207.0,568.0,2.3265425533060045,1208,avax_core,1,1,1208,98173.04326,165505.88796000002,67332.84470000002,0.5931694906451109,2.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
joe-v2.1,Joe V2.1,Dexs,378702055.0,2773204.0,340873.0,0.9926770822513757,0.05422489406260181,-0.2740403669686345,1066.0,377.0,0.8344423431755915,1067,avax_core,1,1,1067,2773204.2633,3975091.05464,1201886.79134,0.6976454690422563,3.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
joe-v2.2,Joe V2.2,Dexs,120203944.0,27538439.0,10.0,0.7709023673965307,-0.030738624286779086,-0.46348535332377283,626.0,99.0,0.440804941067666,627,avax_core,1,1,627,27538439.05425,30325538.474669997,2787099.4204199985,0.90809398412668,3.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
k3-capital,K3 Capital,Risk Curators,164902619.0,16030519.0,32259455.0,0.9027879660298179,0.024278510886647547,-0.010674921842459752,888.0,47.0,0.6279466841007612,889,avax_core,1,1,889,16030519.21008,218277051.91457,202246532.70449,0.07344115686679732,6.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
kalmy-app,Kalmy App,Yield,92551.0,0.0,37312.0,1.0,0.0,0.0,1349.0,389.0,2.23703576428816,1349,avax_core,1,1,1494,0.0,32795.44231,32795.44231,0.0,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
kandyland-finance,Kandyland Finance,Reserve Currency,204413.0,0.0,204413.0,1.0,0.0,0.0,637.0,25.0,4.848157497077035,600,avax_core,1,1,600,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
karma-dao,Karma DAO,Reserve Currency,244874.0,0.0,244874.0,1.0,0.0,0.0,1520.0,7.0,11.239917958192773,1521,avax_core,1,1,1521,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
kassandra-dao,Kassandra DAO,Indexes,667166.0,691.0,406396.0,0.9989642757574576,0.043740573152337855,-0.40190146931719967,1493.0,775.0,1.5933484252462418,1491,avax_core,1,1,1491,691.58966,854.1287599999999,162.53909999999996,0.809701876798997,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
kayak-v2,Kayak V2,Dexs,56190.0,844.0,49910.0,0.984979533724862,0.08056265984654731,-0.3039538714991763,615.0,312.0,2.1660475757685265,616,avax_core,1,1,616,844.65023,844.65023,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
kewl-exchange,KEWL EXCHANGE,Dexs,235.0,0.0,199.0,1.0,0.0,0.0,359.0,7.0,2.0212160680189455,360,avax_core,1,1,739,0.28538,31640.554930000002,31640.26955,9.019437258017776e-06,1.0,0.99726,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
keyring,Keyring,Risk Curators,22362938.0,6224534.0,105337.0,0.7216584869125873,-0.001358094015722766,-0.016054604275811093,220.0,66.0,0.5616423835989518,221,avax_core,1,1,221,6224534.89963,6224534.89963,0.0,1.0,1.0,0.881644,active_on_avax,ge_10k,0.0,0,1,core_eligible,
